Id,Nombre,Apellido,Salario,Deudas,Edad,Retefuente,Correo,Telefono,Cargo
31,Luis,López Pérez,14052219,True,26,1,Luis26@correo.com,7264890781,Desarrollador Intermedio
54,Javier,Rodríguez López,11181408,False,53,1,Javier53@correo.com,6000903300,Desarrollador Intermedio
63,Laura,Ramírez López,2486520,True,53,0,Laura53@correo.com,5476999909,Arquitecto
33,Ricardo,Rodríguez López,12059475,False,27,1,Ricardo27@correo.com,6786597070,Desarrollador Junior
64,José,Gómez Pérez,16849404,True,33,1,José33@correo.com,7382338489,Desarrollador Intermedio
95,Pedro,López González,14526226,False,51,1,Pedro51@correo.com,6977775887,Arquitecto
54,Luis,Arisizabal Florez,8718518,True,50,1,Luis50@correo.com,8237894691,Desarrollador Junior
32,Patricia,Fernández González,8500601,False,24,1,Patricia24@correo.com,6565965185,Desarrollador Junior
1,José,Díaz Martínez,1631046,True,44,0,José44@correo.com,6242176198,Desarrollador Junior
88,Andrés,Arisizabal Florez,9281883,False,22,1,Andrés22@correo.com,5561129629,Arquitecto
65,Carmen,Pérez García,7649934,True,54,1,Carmen54@correo.com,7567206031,Desarrollador Intermedio
69,Isabel,Carvajal Casillas,4356771,False,49,0,Isabel49@correo.com,7472776495,Desarrollador Junior
39,Laura,López González,11131598,True,44,1,Laura44@correo.com,8276021959,Arquitecto
48,Laura,García Díaz,17285151,False,52,1,Laura52@correo.com,8248563387,Desarrollador Intermedio
75,Laura,Díaz Martínez,14744049,False,40,1,Laura40@correo.com,9202558876,Arquitecto
22,Sofía,Díaz Martínez,14440018,False,52,1,Sofía52@correo.com,9541009125,Desarrollador Intermedio
74,Ana,Ramírez López,16532104,True,24,1,Ana24@correo.com,8143363411,Desarrollador Junior
5,José,Torres Rodríguez,13368048,True,25,1,José25@correo.com,7244258430,Desarrollador Avanzado
49,Pedro,Fernández Pérez,5519129,False,23,0,Pedro23@correo.com,7539545565,Desarrollador Intermedio
64,Patricia,Martínez Sánchez,10461352,True,50,1,Patricia50@correo.com,7761027328,Desarrollador Junior
40,Sofía,Gómez Pérez,15678679,False,46,1,Sofía46@correo.com,6972184900,Desarrollador Avanzado
68,Carmen,Díaz Martínez,15439860,True,39,1,Carmen39@correo.com,6604153367,Desarrollador Junior
63,Pedro,López González,16103691,True,23,1,Pedro23@correo.com,7488426042,Desarrollador Junior
82,María,Arisizabal Florez,9057279,True,52,1,María52@correo.com,6481173247,Desarrollador Avanzado
21,Isabel,López González,12722384,False,52,1,Isabel52@correo.com,8813054363,Desarrollador Junior
100,Miguel,Fernández González,2790720,True,32,0,Miguel32@correo.com,9348576603,Desarrollador Intermedio
65,José,Fernández Pérez,6429992,False,22,1,José22@correo.com,8645013870,Desarrollador Junior
72,Luis,Díaz García,3958096,False,54,0,Luis54@correo.com,8674119202,Desarrollador Intermedio
55,Juan,Ramírez López,12045294,False,30,1,Juan30@correo.com,8378612688,Desarrollador Junior
7,Elena,Fernández González,15647900,False,26,1,Elena26@correo.com,5583349625,Desarrollador Intermedio
73,Patricia,Martínez Sánchez,3034518,True,53,0,Patricia53@correo.com,5992658504,Desarrollador Avanzado
94,José,Torres Sánchez,12287440,False,49,1,José49@correo.com,9272685281,Desarrollador Avanzado
37,José,Ramírez López,5813050,False,59,0,José59@correo.com,6621139767,Desarrollador Avanzado
73,Luis,Díaz Martínez,12348853,False,24,1,Luis24@correo.com,5850068762,Desarrollador Avanzado
34,Fernando,Fernández Pérez,6145651,True,55,1,Fernando55@correo.com,6121980432,Desarrollador Junior
99,María,Fernández Pérez,15022301,False,56,1,María56@correo.com,5892383255,Desarrollador Avanzado
99,Pedro,Sánchez García,8449597,False,51,1,Pedro51@correo.com,7985649534,Desarrollador Intermedio
55,Andrés,Fernández Pérez,10513194,True,57,1,Andrés57@correo.com,8840005555,Desarrollador Avanzado
64,Luis,Díaz Martínez,11472640,True,60,1,Luis60@correo.com,6979505159,Desarrollador Junior
19,Sofía,Pérez García,10609403,True,35,1,Sofía35@correo.com,5761280179,Desarrollador Junior
26,José,Arisizabal Florez,3007401,True,48,0,José48@correo.com,6487359051,Desarrollador Intermedio
6,Ana,Hernández Rodríguez,16507710,True,29,1,Ana29@correo.com,7679184536,Arquitecto
29,Luis,Arisizabal Florez,14445484,False,29,1,Luis29@correo.com,7795552818,Desarrollador Avanzado
91,Pedro,Martínez Sánchez,4187826,False,59,0,Pedro59@correo.com,8741100569,Desarrollador Avanzado
93,José,Pérez García,14820953,False,36,1,José36@correo.com,7333096011,Desarrollador Avanzado
83,Patricia,Torres Rodríguez,7328780,True,48,1,Patricia48@correo.com,6189717712,Desarrollador Avanzado
76,Miguel,Fernández Pérez,14531354,True,50,1,Miguel50@correo.com,7171346901,Desarrollador Intermedio
90,Miguel,Sánchez García,12711145,True,34,1,Miguel34@correo.com,8887502003,Arquitecto
74,Carlos,Rodríguez López,17986725,True,29,1,Carlos29@correo.com,6266266078,Desarrollador Intermedio
48,Ana,Fernández González,9329452,False,38,1,Ana38@correo.com,6692865380,Arquitecto
18,Sofía,Díaz García,3070762,False,33,0,Sofía33@correo.com,9408149915,Desarrollador Intermedio
24,Silvia,Fernández Pérez,3939017,False,26,0,Silvia26@correo.com,7553035532,Arquitecto
88,Elena,Hernández Rodríguez,11299162,True,50,1,Elena50@correo.com,8403175110,Desarrollador Intermedio
32,Javier,Torres Sánchez,6573761,True,42,1,Javier42@correo.com,6135007286,Arquitecto
20,Luis,Carvajal Casillas,3562361,True,33,0,Luis33@correo.com,8004547838,Desarrollador Avanzado
65,Ricardo,García Díaz,17041161,True,54,1,Ricardo54@correo.com,5941833728,Desarrollador Junior
31,Ricardo,Torres Rodríguez,3827874,True,34,0,Ricardo34@correo.com,8921126825,Desarrollador Intermedio
51,Miguel,Ramírez López,14796401,False,58,1,Miguel58@correo.com,6605498100,Desarrollador Junior
38,Elena,Martínez Sánchez,7051583,False,48,1,Elena48@correo.com,5632498996,Desarrollador Avanzado
100,Fernando,Pérez García,17701141,True,24,1,Fernando24@correo.com,5682001818,Desarrollador Junior
33,Elena,Díaz García,10703229,False,54,1,Elena54@correo.com,9042162750,Desarrollador Avanzado
43,Lucía,Pérez García,13633435,False,43,1,Lucía43@correo.com,8419399143,Arquitecto
59,Elena,Díaz Martínez,14894768,True,39,1,Elena39@correo.com,7470454347,Desarrollador Avanzado
21,Silvia,Hernández Rodríguez,7254436,True,50,1,Silvia50@correo.com,7649044508,Desarrollador Intermedio
17,Ana,Carvajal Casillas,2515676,True,60,0,Ana60@correo.com,7834860508,Arquitecto
87,Laura,Sánchez García,11154217,True,35,1,Laura35@correo.com,7155374921,Arquitecto
26,Ana,García Díaz,16035038,False,36,1,Ana36@correo.com,9517131102,Desarrollador Avanzado
49,María,Sánchez López,8804490,True,48,1,María48@correo.com,8713062009,Desarrollador Junior
99,Elena,García Díaz,10174507,False,27,1,Elena27@correo.com,9336017830,Arquitecto
67,Isabel,González Pérez,17978806,False,43,1,Isabel43@correo.com,6154882794,Desarrollador Intermedio
11,Elena,Torres Rodríguez,12588412,True,39,1,Elena39@correo.com,6625217409,Arquitecto
87,Fernando,Ramírez López,16461771,True,39,1,Fernando39@correo.com,5607473096,Desarrollador Intermedio
4,Fernando,Fernández González,1861833,False,29,0,Fernando29@correo.com,7276975566,Arquitecto
25,Ana,Torres Rodríguez,17901464,True,34,1,Ana34@correo.com,7474348693,Desarrollador Avanzado
9,Silvia,Hernández Rodríguez,2626362,True,42,0,Silvia42@correo.com,6109151317,Desarrollador Avanzado
64,Patricia,Fernández Pérez,4907640,False,34,0,Patricia34@correo.com,9193656716,Desarrollador Intermedio
74,María,Gómez Pérez,5820227,False,32,0,María32@correo.com,9495183757,Desarrollador Junior
60,Luis,Torres Sánchez,14779791,True,52,1,Luis52@correo.com,7665433159,Desarrollador Intermedio
28,Fernando,Díaz García,16663667,False,33,1,Fernando33@correo.com,6585660481,Desarrollador Intermedio
46,Ricardo,Torres Rodríguez,2466011,True,60,0,Ricardo60@correo.com,9136323172,Desarrollador Avanzado
41,Andrés,Gómez Pérez,17942744,False,36,1,Andrés36@correo.com,7265549862,Desarrollador Junior
10,Luis,González Pérez,11309339,True,36,1,Luis36@correo.com,9401266377,Arquitecto
46,Laura,Gómez Pérez,9770299,False,52,1,Laura52@correo.com,6962101136,Desarrollador Avanzado
44,Juan,Sánchez García,3910217,True,56,0,Juan56@correo.com,5620492300,Desarrollador Avanzado
34,Ana,Arisizabal Florez,17408795,False,29,1,Ana29@correo.com,7236335889,Desarrollador Intermedio
40,Pedro,Pérez García,5828682,True,53,0,Pedro53@correo.com,7942863586,Arquitecto
89,Pedro,Gómez Pérez,11495338,False,58,1,Pedro58@correo.com,8191387231,Desarrollador Avanzado
99,Ana,Torres Rodríguez,6656998,True,29,1,Ana29@correo.com,8364960319,Arquitecto
78,Carlos,Hernández Rodríguez,1364364,True,36,0,Carlos36@correo.com,8025114713,Arquitecto
35,Elena,Pérez García,12736082,False,41,1,Elena41@correo.com,7725852820,Desarrollador Avanzado
8,Carmen,Sánchez García,4784621,True,25,0,Carmen25@correo.com,7263558116,Desarrollador Intermedio
79,Javier,García Díaz,8646055,False,48,1,Javier48@correo.com,7183661024,Desarrollador Intermedio
1,Isabel,Rodríguez López,9044026,True,36,1,Isabel36@correo.com,6148391825,Desarrollador Avanzado
99,María,Pérez García,13253479,True,53,1,María53@correo.com,7095032647,Desarrollador Intermedio
91,Pedro,González Pérez,11295763,True,33,1,Pedro33@correo.com,5762496796,Desarrollador Intermedio
54,Ricardo,Fernández González,10975568,False,52,1,Ricardo52@correo.com,8307512820,Desarrollador Avanzado
94,Sofía,Martínez Sánchez,5784895,True,28,0,Sofía28@correo.com,5711559583,Desarrollador Intermedio
53,Sofía,Torres Sánchez,3718261,False,40,0,Sofía40@correo.com,8788609328,Desarrollador Avanzado
47,Elena,Díaz Martínez,9203875,True,51,1,Elena51@correo.com,6138235311,Arquitecto
66,Isabel,Torres Sánchez,11162576,False,50,1,Isabel50@correo.com,7338818514,Desarrollador Junior
74,Laura,Arisizabal Florez,8062053,False,32,1,Laura32@correo.com,9404408091,Desarrollador Intermedio
98,Sofía,González Pérez,7798931,True,28,1,Sofía28@correo.com,8872733084,Desarrollador Intermedio
16,Elena,Fernández Pérez,2829004,False,37,0,Elena37@correo.com,8674230740,Arquitecto
51,Javier,Carvajal Casillas,3925161,False,23,0,Javier23@correo.com,9365056441,Desarrollador Intermedio
72,Andrés,Arisizabal Florez,16416493,False,51,1,Andrés51@correo.com,9415672123,Desarrollador Junior
41,Sofía,López González,13193332,True,50,1,Sofía50@correo.com,8139899314,Desarrollador Junior
27,Javier,Gómez Pérez,9880592,False,30,1,Javier30@correo.com,6914922269,Desarrollador Intermedio
19,Carmen,Arisizabal Florez,9263277,False,47,1,Carmen47@correo.com,7037494330,Arquitecto
28,Miguel,Hernández Rodríguez,13266875,True,31,1,Miguel31@correo.com,6502678069,Desarrollador Junior
66,Lucía,López González,3359474,True,37,0,Lucía37@correo.com,8824232171,Desarrollador Avanzado
57,Luis,Díaz Martínez,9997239,True,60,1,Luis60@correo.com,7231818277,Desarrollador Avanzado
41,Laura,Torres Sánchez,9412798,True,41,1,Laura41@correo.com,7039821200,Desarrollador Avanzado
80,Fernando,Gómez Pérez,14540972,True,38,1,Fernando38@correo.com,7756644727,Desarrollador Junior
43,Luis,Díaz Martínez,12526373,False,49,1,Luis49@correo.com,7197816691,Desarrollador Junior
35,Sofía,Carvajal Casillas,6061403,False,40,1,Sofía40@correo.com,9585386729,Desarrollador Avanzado
83,Fernando,Martínez Sánchez,8254193,True,52,1,Fernando52@correo.com,8608598729,Arquitecto
77,Elena,Carvajal Casillas,5320247,False,41,0,Elena41@correo.com,8583453552,Desarrollador Avanzado
96,Sofía,Gómez Pérez,2596421,False,60,0,Sofía60@correo.com,8189134224,Desarrollador Junior
20,Patricia,Gómez Pérez,17756384,True,41,1,Patricia41@correo.com,9447331552,Arquitecto
72,Sofía,Gómez Pérez,1209475,False,26,0,Sofía26@correo.com,7973216240,Desarrollador Avanzado
92,Juan,Gómez Pérez,8854597,True,50,1,Juan50@correo.com,6530536876,Arquitecto
61,Ana,González Pérez,9466153,True,55,1,Ana55@correo.com,6597867668,Desarrollador Avanzado
58,Ana,López González,4773607,False,27,0,Ana27@correo.com,9290105277,Desarrollador Avanzado
69,Isabel,García Díaz,14943392,True,23,1,Isabel23@correo.com,6697082077,Desarrollador Intermedio
18,Silvia,Fernández González,15174490,True,43,1,Silvia43@correo.com,9592677751,Desarrollador Intermedio
100,Silvia,González Pérez,13807357,False,46,1,Silvia46@correo.com,9540980180,Desarrollador Junior
94,Patricia,Gómez Pérez,10924303,True,45,1,Patricia45@correo.com,9546963344,Desarrollador Junior
35,Laura,Díaz Martínez,4590774,False,30,0,Laura30@correo.com,6059222459,Desarrollador Intermedio
90,Patricia,Arisizabal Florez,17979507,False,46,1,Patricia46@correo.com,6666673775,Desarrollador Junior
85,Luis,Ramírez López,2284671,True,42,0,Luis42@correo.com,7983342235,Arquitecto
36,Ricardo,Torres Sánchez,10834846,False,46,1,Ricardo46@correo.com,7896797370,Desarrollador Intermedio
33,Patricia,López González,12196023,True,27,1,Patricia27@correo.com,8769176220,Desarrollador Intermedio
8,Carmen,Arisizabal Florez,8662546,True,52,1,Carmen52@correo.com,5919788791,Arquitecto
81,Laura,Torres Sánchez,2216398,True,55,0,Laura55@correo.com,6065184213,Desarrollador Intermedio
90,Patricia,Carvajal Casillas,5299561,True,42,0,Patricia42@correo.com,8217766129,Desarrollador Intermedio
38,Ricardo,López González,7608331,False,26,1,Ricardo26@correo.com,9252789242,Desarrollador Intermedio
60,Carmen,Díaz García,6939910,True,57,1,Carmen57@correo.com,5609693521,Desarrollador Intermedio
62,Luis,Fernández Pérez,14891462,True,54,1,Luis54@correo.com,9254144624,Desarrollador Junior
75,Carmen,Fernández González,8059811,False,30,1,Carmen30@correo.com,8186188187,Desarrollador Junior
96,Patricia,Carvajal Casillas,8282814,True,49,1,Patricia49@correo.com,5764662397,Desarrollador Avanzado
2,Carlos,Martínez Sánchez,9744305,False,58,1,Carlos58@correo.com,8046672758,Desarrollador Avanzado
88,Ricardo,Díaz Martínez,7679255,False,60,1,Ricardo60@correo.com,5585773893,Arquitecto
60,Ricardo,Martínez Sánchez,15302323,False,58,1,Ricardo58@correo.com,5754327601,Desarrollador Avanzado
51,Lucía,López González,3680230,False,57,0,Lucía57@correo.com,6655269099,Desarrollador Junior
38,Sofía,Rodríguez López,10865179,True,56,1,Sofía56@correo.com,7788052824,Desarrollador Intermedio
50,Luis,Fernández Pérez,9658300,True,42,1,Luis42@correo.com,7059336515,Desarrollador Intermedio
82,Andrés,Fernández Pérez,16513441,False,50,1,Andrés50@correo.com,7615748488,Desarrollador Junior
91,José,López González,2866966,False,58,0,José58@correo.com,8094490971,Desarrollador Avanzado
24,Fernando,López González,12590287,True,50,1,Fernando50@correo.com,6017893223,Desarrollador Avanzado
97,Carlos,Torres Sánchez,11441821,True,58,1,Carlos58@correo.com,7630078055,Desarrollador Avanzado
68,Miguel,Hernández Rodríguez,17174319,False,44,1,Miguel44@correo.com,8676309382,Desarrollador Junior
42,Elena,Fernández González,4674046,False,28,0,Elena28@correo.com,9412165254,Desarrollador Avanzado
17,Carlos,Torres Rodríguez,12817643,False,51,1,Carlos51@correo.com,7698794402,Desarrollador Avanzado
14,Carmen,Torres Sánchez,15230537,False,35,1,Carmen35@correo.com,6159486927,Arquitecto
51,Ricardo,Pérez García,15107632,True,46,1,Ricardo46@correo.com,7743849424,Desarrollador Intermedio
68,Fernando,Pérez García,15693172,True,25,1,Fernando25@correo.com,5883619655,Arquitecto
31,María,Gómez Pérez,7015594,False,56,1,María56@correo.com,8752307628,Arquitecto
70,Juan,Díaz Martínez,7689642,True,27,1,Juan27@correo.com,7789305101,Arquitecto
45,Lucía,Pérez García,1637276,True,34,0,Lucía34@correo.com,5959694013,Desarrollador Avanzado
71,Luis,Sánchez López,9420097,False,27,1,Luis27@correo.com,7412940455,Desarrollador Junior
66,Luis,García Díaz,12221149,False,52,1,Luis52@correo.com,6412800383,Desarrollador Junior
54,Andrés,Díaz Martínez,5958469,True,39,0,Andrés39@correo.com,9266708058,Arquitecto
48,Miguel,Hernández Rodríguez,12938837,True,58,1,Miguel58@correo.com,5988364271,Arquitecto
56,Fernando,Carvajal Casillas,17064864,False,39,1,Fernando39@correo.com,9284012126,Desarrollador Intermedio
64,Lucía,Díaz Martínez,17243647,False,58,1,Lucía58@correo.com,9476102769,Desarrollador Avanzado
51,Carmen,Martínez Sánchez,17013943,False,58,1,Carmen58@correo.com,7373965321,Arquitecto
43,Lucía,Fernández González,3834911,True,60,0,Lucía60@correo.com,7501311569,Arquitecto
6,Andrés,Martínez Sánchez,14706406,False,60,1,Andrés60@correo.com,5927693002,Desarrollador Avanzado
53,Patricia,López González,7324163,False,34,1,Patricia34@correo.com,7140079834,Desarrollador Intermedio
23,Carlos,Hernández Rodríguez,11090982,False,23,1,Carlos23@correo.com,5647981944,Desarrollador Avanzado
58,Laura,García Díaz,1313305,False,25,0,Laura25@correo.com,6094889739,Desarrollador Intermedio
44,Ana,Sánchez López,5823992,True,29,0,Ana29@correo.com,7291821602,Desarrollador Intermedio
13,José,González Pérez,11854216,False,38,1,José38@correo.com,8827897959,Desarrollador Intermedio
26,Fernando,Sánchez García,17735627,True,36,1,Fernando36@correo.com,7697286109,Arquitecto
32,Elena,López González,1779136,True,57,0,Elena57@correo.com,9363115008,Desarrollador Avanzado
11,Luis,Sánchez López,1201302,True,53,0,Luis53@correo.com,5802579867,Desarrollador Avanzado
29,Carmen,Arisizabal Florez,12640147,False,53,1,Carmen53@correo.com,6276009055,Desarrollador Junior
88,Ana,Fernández Pérez,12454066,True,41,1,Ana41@correo.com,6765969782,Desarrollador Intermedio
7,Javier,Pérez García,5590976,False,32,0,Javier32@correo.com,7501777864,Desarrollador Intermedio
59,Miguel,López Pérez,8384162,False,37,1,Miguel37@correo.com,9057963550,Desarrollador Intermedio
5,Fernando,Hernández Rodríguez,12791538,False,30,1,Fernando30@correo.com,8382592256,Desarrollador Intermedio
29,Carmen,Pérez García,4715271,False,55,0,Carmen55@correo.com,8778355098,Desarrollador Intermedio
55,Elena,López Pérez,6207875,True,22,1,Elena22@correo.com,7550979573,Arquitecto
45,Ana,Martínez Sánchez,3727347,True,40,0,Ana40@correo.com,8379230383,Desarrollador Avanzado
12,Sofía,Pérez García,8528388,True,48,1,Sofía48@correo.com,6728882654,Arquitecto
11,Carmen,García Díaz,11551654,False,46,1,Carmen46@correo.com,8087077788,Desarrollador Junior
87,Isabel,Arisizabal Florez,3734680,True,58,0,Isabel58@correo.com,7333646274,Arquitecto
33,Elena,Martínez Sánchez,13066283,False,48,1,Elena48@correo.com,9010897624,Arquitecto
7,José,Torres Sánchez,15261002,True,46,1,José46@correo.com,7296236226,Desarrollador Intermedio
89,Juan,García Díaz,9313616,True,39,1,Juan39@correo.com,9505024409,Arquitecto
26,Carlos,Torres Sánchez,8723687,False,28,1,Carlos28@correo.com,7331079604,Desarrollador Junior
37,Andrés,García Díaz,11226223,True,46,1,Andrés46@correo.com,6818352824,Desarrollador Intermedio
21,Patricia,González Pérez,17394815,False,40,1,Patricia40@correo.com,7984234193,Arquitecto
14,Juan,Carvajal Casillas,11450558,True,22,1,Juan22@correo.com,8106437876,Desarrollador Intermedio
18,Elena,Fernández Pérez,4087276,True,55,0,Elena55@correo.com,9485499300,Arquitecto
74,Elena,Carvajal Casillas,3692248,True,28,0,Elena28@correo.com,6451590654,Arquitecto
82,Andrés,Torres Sánchez,3221691,False,34,0,Andrés34@correo.com,7005650543,Desarrollador Junior
5,Miguel,Díaz Martínez,5404953,True,25,0,Miguel25@correo.com,5778473843,Desarrollador Avanzado
63,Ricardo,Hernández Rodríguez,10285783,False,58,1,Ricardo58@correo.com,7091717377,Desarrollador Intermedio
97,Silvia,Díaz García,4517878,False,50,0,Silvia50@correo.com,9536694479,Arquitecto
13,María,Martínez Sánchez,14853455,True,41,1,María41@correo.com,5675818471,Desarrollador Avanzado
49,Luis,Ramírez López,10904227,True,54,1,Luis54@correo.com,6225258743,Desarrollador Avanzado
68,Isabel,Carvajal Casillas,14299174,True,50,1,Isabel50@correo.com,6761385379,Desarrollador Avanzado
5,Elena,Pérez García,1810785,True,30,0,Elena30@correo.com,6848853894,Desarrollador Intermedio
15,Miguel,Hernández Rodríguez,4648439,False,28,0,Miguel28@correo.com,5859324186,Desarrollador Junior
92,José,López González,12929319,False,28,1,José28@correo.com,8935750363,Desarrollador Intermedio
1,Silvia,Arisizabal Florez,11662022,False,56,1,Silvia56@correo.com,6738368851,Desarrollador Avanzado
75,Juan,López Pérez,4281435,True,27,0,Juan27@correo.com,8306986133,Desarrollador Avanzado
25,Carmen,Fernández González,6446768,False,38,1,Carmen38@correo.com,5908804717,Desarrollador Avanzado
63,Pedro,Fernández González,13128897,True,48,1,Pedro48@correo.com,8938374811,Desarrollador Intermedio
62,Fernando,Torres Sánchez,3086977,True,60,0,Fernando60@correo.com,6273972503,Desarrollador Intermedio
48,Javier,Martínez Sánchez,1235241,False,53,0,Javier53@correo.com,6058373998,Desarrollador Intermedio
24,Elena,Gómez Pérez,11029376,False,30,1,Elena30@correo.com,6482340325,Desarrollador Intermedio
52,Isabel,Díaz García,9136271,False,57,1,Isabel57@correo.com,9600003191,Desarrollador Intermedio
81,Juan,Martínez Sánchez,3405997,True,46,0,Juan46@correo.com,7508352901,Desarrollador Avanzado
27,Luis,Gómez Pérez,10251750,False,60,1,Luis60@correo.com,8891795861,Desarrollador Junior
22,Ricardo,Fernández Pérez,1319129,False,27,0,Ricardo27@correo.com,7263481719,Desarrollador Avanzado
80,Miguel,Carvajal Casillas,3525279,True,58,0,Miguel58@correo.com,8318819139,Arquitecto
70,Luis,Carvajal Casillas,1196503,True,37,0,Luis37@correo.com,8059624467,Arquitecto
61,Laura,Sánchez García,4384982,True,38,0,Laura38@correo.com,9249024350,Desarrollador Junior
98,Carmen,Díaz García,9529390,True,58,1,Carmen58@correo.com,9242232284,Desarrollador Intermedio
78,Andrés,García Díaz,11691674,False,35,1,Andrés35@correo.com,8445800233,Desarrollador Junior
86,Pedro,Ramírez López,6215558,False,24,1,Pedro24@correo.com,9358255288,Desarrollador Avanzado
57,Carmen,Díaz Martínez,14782608,False,32,1,Carmen32@correo.com,8659028413,Desarrollador Avanzado
75,Pedro,Pérez García,16928569,False,43,1,Pedro43@correo.com,9127550851,Desarrollador Avanzado
45,Juan,Ramírez López,4505919,True,59,0,Juan59@correo.com,9386163782,Desarrollador Avanzado
65,Silvia,García Díaz,17113877,False,23,1,Silvia23@correo.com,5859970487,Desarrollador Intermedio
26,Juan,Torres Sánchez,7196635,False,41,1,Juan41@correo.com,7222259177,Desarrollador Intermedio
33,Laura,López Pérez,8067971,False,56,1,Laura56@correo.com,7355134472,Desarrollador Avanzado
82,Patricia,García Díaz,4687307,False,26,0,Patricia26@correo.com,5491020208,Arquitecto
96,Miguel,López González,3828157,True,23,0,Miguel23@correo.com,7430193405,Desarrollador Junior
91,Fernando,Ramírez López,13076285,True,34,1,Fernando34@correo.com,7745278819,Desarrollador Junior
36,Sofía,Pérez García,8189859,True,43,1,Sofía43@correo.com,6261399700,Arquitecto
32,Laura,Sánchez López,15978075,False,33,1,Laura33@correo.com,7802217449,Desarrollador Intermedio
12,Pedro,Díaz García,7010113,False,52,1,Pedro52@correo.com,7721392660,Desarrollador Junior
70,Juan,Gómez Pérez,1260470,False,46,0,Juan46@correo.com,5694358247,Arquitecto
37,Sofía,Martínez Sánchez,8745077,False,23,1,Sofía23@correo.com,9482214626,Arquitecto
27,Andrés,Rodríguez López,11198477,False,28,1,Andrés28@correo.com,5798171456,Desarrollador Junior
30,María,Fernández González,8848503,False,43,1,María43@correo.com,5874920137,Desarrollador Junior
76,Isabel,Sánchez García,9075438,False,27,1,Isabel27@correo.com,8901866096,Arquitecto
68,Patricia,García Díaz,2820032,False,31,0,Patricia31@correo.com,7558805481,Arquitecto
93,Andrés,Díaz Martínez,5459649,True,56,0,Andrés56@correo.com,8728135340,Desarrollador Intermedio
5,Elena,Sánchez García,3694023,False,41,0,Elena41@correo.com,7078795756,Desarrollador Avanzado
42,Ricardo,Pérez García,13724613,True,38,1,Ricardo38@correo.com,6293083340,Desarrollador Junior
11,Javier,Díaz García,16375778,True,47,1,Javier47@correo.com,9231455067,Arquitecto
24,Carlos,Pérez García,16643889,True,41,1,Carlos41@correo.com,7826220376,Desarrollador Avanzado
56,Carlos,Fernández González,16967785,True,59,1,Carlos59@correo.com,6433194077,Desarrollador Junior
7,Sofía,Carvajal Casillas,1178256,True,59,0,Sofía59@correo.com,6569074480,Desarrollador Intermedio
88,Miguel,Fernández González,7870503,False,45,1,Miguel45@correo.com,7896490584,Arquitecto
9,Andrés,Rodríguez López,14218168,False,35,1,Andrés35@correo.com,8349330071,Desarrollador Intermedio
38,Lucía,Arisizabal Florez,7809173,False,48,1,Lucía48@correo.com,9523584057,Arquitecto
39,Patricia,Fernández González,9222583,False,24,1,Patricia24@correo.com,6448862996,Desarrollador Intermedio
52,Patricia,Pérez García,1781599,True,40,0,Patricia40@correo.com,6726697230,Desarrollador Junior
52,Elena,Martínez Sánchez,3822317,False,25,0,Elena25@correo.com,6330891425,Desarrollador Junior
22,Fernando,Sánchez García,7001499,True,31,1,Fernando31@correo.com,7820792154,Desarrollador Junior
73,Patricia,González Pérez,6687797,False,53,1,Patricia53@correo.com,8136905075,Desarrollador Junior
56,Pedro,Sánchez García,16109454,True,35,1,Pedro35@correo.com,8229764748,Arquitecto
42,Andrés,Sánchez López,9369921,True,35,1,Andrés35@correo.com,8207462369,Arquitecto
43,Carmen,López González,8463743,False,50,1,Carmen50@correo.com,7964840401,Desarrollador Avanzado
81,Andrés,Díaz Martínez,11074183,False,54,1,Andrés54@correo.com,9540330414,Desarrollador Junior
67,Laura,Martínez Sánchez,8689280,True,46,1,Laura46@correo.com,8278050091,Desarrollador Avanzado
98,Juan,Díaz García,17518437,False,59,1,Juan59@correo.com,6238582705,Desarrollador Intermedio
59,Sofía,Martínez Sánchez,6040333,False,58,1,Sofía58@correo.com,8314836798,Desarrollador Avanzado
11,Carmen,Hernández Rodríguez,15354733,False,50,1,Carmen50@correo.com,7755082231,Desarrollador Intermedio
10,Ana,Torres Rodríguez,10761514,True,43,1,Ana43@correo.com,9002801475,Arquitecto
28,Lucía,Fernández González,13666339,False,24,1,Lucía24@correo.com,7961335301,Desarrollador Junior
61,Javier,López González,4660373,True,46,0,Javier46@correo.com,9585965547,Desarrollador Avanzado
16,Ana,Ramírez López,6639312,False,51,1,Ana51@correo.com,5663082650,Desarrollador Avanzado
95,Isabel,Díaz Martínez,1315556,True,58,0,Isabel58@correo.com,9561875628,Arquitecto
27,Carlos,Fernández González,15155764,False,56,1,Carlos56@correo.com,7650752343,Desarrollador Avanzado
58,Laura,Pérez García,11408150,True,30,1,Laura30@correo.com,5656601406,Arquitecto
69,Miguel,Carvajal Casillas,17166764,True,59,1,Miguel59@correo.com,8657918755,Desarrollador Intermedio
75,Isabel,Carvajal Casillas,8656251,True,32,1,Isabel32@correo.com,8085058692,Desarrollador Intermedio
72,Laura,Sánchez López,13359457,True,36,1,Laura36@correo.com,7809814631,Desarrollador Junior
59,Javier,López Pérez,15244554,False,57,1,Javier57@correo.com,8501836108,Desarrollador Avanzado
85,Elena,López Pérez,10986779,True,45,1,Elena45@correo.com,5963759152,Desarrollador Intermedio
36,Carlos,López Pérez,1758192,False,46,0,Carlos46@correo.com,5819405051,Arquitecto
13,Miguel,Arisizabal Florez,7523312,False,35,1,Miguel35@correo.com,7167966790,Arquitecto
